Number	Address	CrimeType	Date	Time
17-OPD-0854	36 E HIGH ST	OPD- Theft (All Other Larceny)	4/29/17	12:12:00PM
17-OPD-0855	211 S POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	12:49:00PM
17-OPD-0856	5201 COLLEGE CORNER PIKE	Breaking And Entering	4/29/17	1:37:00PM
17-OPD-0858	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	3:05:00PM
17-OPD-0862	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	3:55:00PM
17-OPD-0864	100-BLK BISHOP ST	Criminal Damaging/Endangering	4/29/17	4:25:00PM
17-OPD-0867	322 E WITHROW ST	OPD- Noise;Instruments/Stereos	4/29/17	5:38:00PM
17-OPD-0868	316 E WITHROW ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	5:53:00PM
17-OPD-0869	200-BLK BISHOP ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	5:08:00PM
17-OPD-0870	316 E WITHROW ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	5:42:00PM
17-OPD-0871	UNIVERSITY AV // E WITHROW ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	5:29:00PM
17-OPD-0872	36 E HIGH ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/29/17	6:08:00PM
17-OPD-0873	17 N POPLAR ST	OPD- SALES TO AND USE BY UNDERAGE PERSONS	4/29/17	6:40:00PM
17-OPD-0874	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/29/17	6:49:00PM
17-OPD-0876	16 S. Poplar	OPD - 529.02E - Underage Person; Possession/Consumption / OP	4/30/17	12:52:00AM
17-OPD-0878	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	4/30/17	12:34:00AM
17-OPD-0879	20 W WALNUT ST	OPD- Criminal Mischief;Damage	4/30/17	11:59:00AM
17-OPD-0881	220 W VINE ST	Theft	4/30/17	12:37:00PM
17-OPD-0883	5201 COLLEGE CORNER PIKE	unspecified	4/30/17	6:20:00PM
17-OPD-0884	5720 COLLEGE CORNER PIKE	Theft -Without Consent	5/1/17	1:31:00AM
17-OPD-0887	116 W CHURCH ST	unspecified	5/1/17	3:10:00PM
17-OPD-0889	36 E HIGH ST	Theft -Without Consent	5/2/17	1:29:00AM
17-OPD-0891	5032 COLLEGE CORNER PIKE	unspecified	5/2/17	12:36:00PM
17-OPD-0892	112 W SPRING ST	Criminal Mischief	5/2/17	12:59:00PM
17-OPD-0894	5032 COLLEGE CORNER PIKE	Burglary - Purpose To Commit Misdemeanor/Not Theft Offense	5/2/17	6:23:00PM
17-OPD-0895	6801 FAIRFIELD RD	WARRANT ASSIST / ARREST	5/2/17	6:48:00PM
17-OPD-0896	400 Block S MAIN ST	HEADLIGHTS	5/3/17	1:23:00AM
17-OPD-0897	200 E HIGH ST	OPD- Dc/Intox;Harmful Condition	5/3/17	2:40:00AM
17-OPD-0900	814 S MAIN ST	WARRANT ASSIST / ARREST	5/3/17	10:18:00AM
17-OPD-0902	4985 COLLEGE CORNER PIKE	Theft	5/3/17	8:17:00AM
17-OPD-0906	7 MCKEE AV	Theft -Without Consent	5/4/17	4:10:00PM
17-OPD-0907	300 S LOCUST ST	OPD- Theft (Shoplifting)	5/4/17	9:08:00PM
17-OPD-0909	23 E HIGH ST	Disorderly Conduct - fighting or threatening	5/5/17	2:34:00AM
17-OPD-0916	N CAMPUS AV // E HIGH ST	Vandalism - Government Entity	5/5/17	11:59:00PM
17-OPD-0917	11 S BEECH ST	unspecified	5/6/17	1:26:00AM
17-OPD-0918	E WITHROW ST // N CAMPUS AV	OVI - ANY CHEMICAL	5/6/17	2:15:00AM
17-OPD-0919	110 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	5/6/17	2:37:00AM
17-OPD-0920	300 E VINE ST	LEAVING THE SCENE OF AN ACCIDENT	5/6/17	3:00:00AM
17-OPD-0921	5032 COLLEGE CORNER PIKE	Telephone Harassment - sexual activity	5/6/17	4:41:00AM
17-OPD-0923	218 W VINE ST	Criminal Damaging/Endangering - Knowingly Any Means	5/6/17	9:49:00AM
17-OPD-0926	315 S LOCUST ST	Disorderly Conduct - intoxicated annoy or alarm	5/6/17	4:00:00PM
17-OPD-0927	441 S LOCUST ST	"Juvenile - Incorrigible, Habitually Disobedient"	5/6/17	9:16:00PM
17-OPD-0928	15 East High Street	Assault - Knowingly Harm Victim	5/6/17	9:49:00PM
17-OPD-0931	36 East High Street	Assault - Knowingly Harm Victim	5/7/17	12:21:00AM
17-OPD-0933	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	5/7/17	1:00:00AM
17-OPD-0935	23 E HIGH ST	Theft - 23C	5/7/17	2:22:00AM
17-OPD-0937	750 OAK ST	unspecified	5/7/17	5:24:00AM
17-OPD-0938	5201 COLLEGE CORNER PIKE	Domestic Violence - knowingly cause physical harm	5/7/17	1:06:00PM
17-OPD-0940	113 MELANEE LN	Theft -Without Consent	5/7/17	7:00:00PM
17-OPD-0941	716 S COLLEGE AVE	Endangering Children	5/7/17	7:38:00PM
17-OPD-0942	4030 OXFORD REILY RD	Unruly Juvenile Offenses	5/8/17	8:00:00AM
17-OPD-0944	300 S LOCUST ST	Theft - 23C	5/8/17	12:51:00PM
17-OPD-0945	215 UNIVERSITY AV	Theft -Without Consent	5/8/17	12:27:00PM
17-OPD-0946	117 E COLLINS ST	Criminal Mischief	5/8/17	1:20:00PM
17-OPD-0948	205 E VINE ST	Criminal Damaging or Endandering	5/8/17	3:20:00PM
17-OPD-0949	4030 OXFORD REILY RD	Disorderly Conduct - fighting or threatening	5/9/17	8:07:00AM
17-OPD-0951	23 E COLLINS ST	Theft	5/9/17	2:31:00PM
17-OPD-0954	507 Wells Mill Drive	Domestic Violence - knowingly cause physical harm	5/9/17	7:06:00PM
17-OPD-0955	223 E VINE ST	Criminal Damaging/Endangering - Knowingly Any Means	5/10/17	10:20:00AM
17-OPD-0956	E CHURCH ST // N POPLAR ST	Theft -Without Consent	5/10/17	11:48:00AM
17-OPD-0957	5201 College Corner Pike	Discharge of Firearm On or Near Prohibited Areas	5/10/17	7:12:00PM
17-OPD-0959	5262 BROWN RD	Burglary	5/11/17	3:04:00PM
17-OPD-0960	616 S COLLEGE AV	Forgery - Without Authority	5/11/17	4:58:00PM
17-OPD-0964	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	5/12/17	12:14:00AM
17-OPD-0965	36 E. High Street	Sale of Liquor to Underage Person - underage consume beer in	5/12/17	1:04:00AM
17-OPD-0966	28 E HIGH ST	OPD- Criminal Mischief;Damage	5/12/17	2:32:00AM
17-OPD-0967	308 S CAMPUS AV	Sale of Liquor to Underage Person - underage consume beer in	5/12/17	2:05:00AM
17-OPD-0969	17 N POPLAR ST	SALES TO AND USE BY UNDERAGE PERSONS; SECURING PUBLIC ACCOMO	5/12/17	2:54:00AM
17-OPD-0970	100 E COLLINS ST	BURGLARY-TRESPASS IN PERMANENT OR TEMPORARY HABITATION OF AN	5/12/17	4:00:00AM
17-OPD-0971	5355 COLLEGE CORNER PIKE	OPD- Criminal Mischief;Damage	5/12/17	7:12:00AM
17-OPD-0972	322 W VINE ST	"Rape - Force, Threat Of"	5/12/17	12:15:00PM
17-OPD-0973	TALLAWANDA RD // E VINE ST	Criminal Mischief	5/12/17	12:57:00PM
17-OPD-0974	5262 BROWN RD	Burglary - Purpose To Commit Theft Offense Or Felony	5/12/17	4:28:00PM
17-OPD-0979	5032 COLLEGE CORNER PIKE	Criminal Mischief	5/13/17	12:59:00PM
17-OPD-0981	25 E HIGH ST	unspecified	5/13/17	6:23:00PM
17-OPD-0982	11 S POPLAR ST	unspecified	5/13/17	4:22:00PM
17-OPD-0983	302 South Main Street	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	5/14/17	2:35:00AM
17-OPD-0984	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	5/14/17	2:17:00AM
17-OPD-0985	15 N BEECH ST	Theft	5/14/17	8:43:00AM
17-OPD-0987	75 S MAIN ST	Telephone Harassment	5/14/17	1:05:00PM
17-OPD-0988	101 UNIVERSITY AV	Theft -Without Consent	5/14/17	9:23:00PM
17-OPD-0990	36 E HIGH ST	Theft -Without Consent	5/15/17	1:34:00AM
17-OPD-0994	1806 OXFORD COMMONS	Theft	5/15/17	9:46:00PM
17-OPD-0996	300 S LOCUST ST	Theft -Without Consent	5/15/17	11:44:00PM
17-OPD-0999	115 BISHOP ST - STREET	Arson	5/17/17	8:08:00AM
17-OPD-1001	606 OGDEN CT	Theft	5/18/17	1:14:00PM
17-OPD-1003	6723 RINGWOOD RD	Assault - Knowingly Harm Victim	5/19/17	6:52:00AM
17-OPD-1004	5032 COLLEGE CORNER PIKE	unspecified	5/19/17	7:04:00AM
17-OPD-1005	7 W HIGH ST	Theft	5/13/17	11:49:00AM
17-OPD-1007	5262 BROWN RD	BURGLARY-TRESPASS IN PERMANENT OR TEMPORARY HABITATION OF AN	5/20/17	3:07:00AM
17-OPD-1008	5273 COLLEGE CORNER PIKE	OPD- Criminal Mischief;Damage	5/20/17	1:15:00PM
17-OPD-1011	802 South Main Street	Huff Julia M	5/21/17	1:11:00AM
17-OPD-1012	134 HILLTOP RD	Theft -Without Consent	5/21/17	7:37:00AM
17-OPD-1013	133 HILLTOP RD	Theft - 23F	5/21/17	9:35:00AM
17-OPD-1014	4891 JAMES RD	Burglary - Purpose To Commit Theft Offense Or Felony	5/21/17	1:02:00PM
17-OPD-1015	4985 COLLEGE CORNER PIKE	Theft	5/21/17	4:58:00PM
17-OPD-1016	524 S COLLEGE AV	Theft -Without Consent	5/22/17	12:26:00PM
17-OPD-1017	110 South Locust St.	unspecified	5/22/17	10:35:00PM
17-OPD-1018	644 ERIN DR	Burglary - Purpose To Commit Theft Offense Or Felony	5/23/17	11:23:00AM
17-OPD-1020	26 W SPRING ST.	Criminal Trespass - Land Premises Of Another	5/24/17	12:51:00PM
17-OPD-1022	106 1/2 W CHESTNUT ST	Theft - motor vehicle	5/25/17	12:19:00AM
17-OPD-1023	616 S COLLEGE AV	Aggravated Burglary - Inflict Harm	5/25/17	9:04:00AM
17-OPD-1024	215 N POPLAR ST	Theft -Without Consent	5/26/17	2:21:00AM
17-OPD-1025	36 LYNN ST	Obstructing Official Business	5/26/17	9:38:00PM
17-OPD-1029	5745 COLLEGE CORNER PIKE	Aggravated Menacing	5/28/17	6:57:00PM
17-OPD-1030	522 S LOCUST ST	unspecified	5/29/17	1:13:00PM
17-OPD-1031	215 FOXFIRE DR	Theft - 23D	5/29/17	2:06:00PM
17-OPD-1032	5201 COLLEGE CORNER PIKE	Theft -Without Consent	5/29/17	6:05:00PM
17-OPD-1033	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	5/30/17	2:10:00AM
17-OPD-1034	124 MIAMI COMMONS	Burglary - Purpose To Commit Theft Offense Or Felony	5/30/17	3:15:00PM
17-OPD-1036	S LOCUST ST / FOXFIRE DR	OVI - ANY CHEMICAL	5/31/17	3:04:00PM
17-OPD-1038	321 N ELM ST	Domestic Violence - knowingly cause physical harm	5/31/17	5:55:00PM
17-OPD-1040	100 BERN ST	unspecified	5/31/17	11:33:00PM
17-OPD-1041	318 N BEECH ST	Breaking And Entering	6/1/17	4:11:00PM
17-OPD-1042	5201 COLLEGE CORNER PIKE	unspecified	6/1/17	2:16:00PM
17-OPD-1043	4370 OXFORD REILY RD	OPD- Marijuana drug paraphernalia	6/1/17	5:19:00PM
17-OPD-1044	1405 OXFORD COMMONS	Theft	6/1/17	7:48:00PM
17-OPD-1048	6025 FAIRFIELD RD	Sikora Shelly L	6/2/17	10:02:00AM
17-OPD-1049	439 EMERALD WOODS DR	Obstructing Official Business	6/2/17	6:30:00PM
17-OPD-1050	170 HILLTOP RD	Theft -Without Consent	6/2/17	11:26:00PM
17-OPD-1052	Hueston Woods Campground	LICENSE PLATE VIOLATION	6/2/17	5:00:00PM
17-OPD-1053	25 W HIGH ST	OPD- Open Container;Public Place	6/3/17	2:21:00AM
17-OPD-1054	205 E VINE ST	Burglary - Purpose To Commit Theft Offense Or Felony	6/3/17	8:28:00AM
17-OPD-1056	412 S Poplar St.	Burglary	6/4/17	7:38:00AM
17-OPD-1057	214 W VINE ST	OPD- Theft (Theft from Building)	6/4/17	11:27:00AM
17-OPD-1058	325 FOXFIRE DR.	Theft	6/4/17	12:15:00PM
17-OPD-1060	4985 COLLEGE CORNER PIKE	Theft -Without Consent	6/5/17	11:30:00AM
17-OPD-1061	304 W SYCAMORE ST	Theft -Without Consent	6/5/17	1:47:00PM
17-OPD-1062	5276 COLLEGE CORNER PIKE	Vandalism - Business Property	6/5/17	2:54:00PM
17-OPD-1063	316 S POPLAR ST	OPD- Theft (All Other Larceny)	6/5/17	6:23:00PM
17-OPD-1065	3770 SOUTHPOINTE PKWY	Discharge of Firearms Prohibited	6/6/17	1:52:00AM
17-OPD-1067	5017 COLLEGE CORNER PIKE	Theft - 23F	6/7/17	10:31:00AM
17-OPD-1070	321 N ELM ST	Violate protection Order or Consent Agreement_approved pursu	6/7/17	5:40:00PM
17-OPD-1071	300 S LOCUST ST	Theft - 23C	6/7/17	9:54:00PM
17-OPD-1072	95 MICHELLE DR	Interference w/ Custody	6/7/17	11:01:00PM
17-OPD-1073	5201 College Corner Pike	DEATH	6/9/17	9:15:00AM
17-OPD-1075	5032 COLLEGE CORNER PIKE	Burglary - Purpose To Commit Theft Offense Or Felony	6/9/17	12:25:00PM
17-OPD-1076	5032 COLLEGE CORNER PIKE	Criminal Damaging/Endangering - Knowingly Any Means	6/9/17	10:21:00PM
17-OPD-1078	0 N COLLEGE AV	OPD- Dc/Intox;Harmful Condition	6/10/17	2:49:00AM
17-OPD-1079	5032 COLLEGE CORNER PIKE	"Possession of Drugs_schedule III, IV, or V substance"	6/10/17	6:11:00AM
17-OPD-1080	5284 COLLEGE CORNER PIKE	Felonious Assault - Weapon Or Ordnance	6/10/17	5:46:00PM
17-OPD-1082	260 S LOCUST ST	Menacing	6/11/17	2:12:00AM
17-OPD-1083	101 W HIGH ST	unspecified	6/11/17	2:29:00AM
17-OPD-1085	508 MCGUFFEY AV	OPD- Receiving Stolen Property	6/11/17	5:53:00AM
17-OPD-1086	606 BRILL DR	Morgan David	6/11/17	7:14:00PM
17-OPD-1087	215 E WITHROW ST	Breaking And Entering	6/12/17	1:08:00PM
17-OPD-1088	6025 FAIRFIELD RD	Unruly Juvenile Offenses	6/12/17	3:50:00PM
17-OPD-1090	321 N ELM ST	Theft	6/13/17	1:34:00PM
17-OPD-1091	5075 COLLEGE CORNER PIKE	Theft - 23C	6/13/17	5:42:00PM
17-OPD-1092	5720 COLLEGE CORNER PIKE	Theft -Without Consent	6/14/17	7:02:00AM
17-OPD-1093	220 FOXFIRE DR	Theft	6/14/17	7:20:00AM
17-OPD-1094	7 W HIGH ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	6/14/17	8:25:00PM
17-OPD-1095	5032 COLLEGE CORNER PIKE	Burglary - Purpose To Commit Theft Offense Or Felony	6/14/17	10:14:00PM
17-OPD-1097	5032 COLLEGE CORNER PIKE	unspecified	6/15/17	6:12:00PM
17-OPD-1099	5279 COLLEGE CORNER PIKE	unspecified	6/16/17	7:55:00AM
17-OPD-1100	E SPRING ST // S POPLAR ST	Forgery - Without Authority	6/16/17	9:27:00PM
17-OPD-1101	5032 COLLEGE CORNER PIKE	WARRANT ASSIST / ARREST	6/17/17	12:45:00AM
17-OPD-1104	5279 COLLEGE CORNER PIKE	Theft	6/17/17	6:31:00PM
17-OPD-1105	5276 COLLEGE CORNER PIKE	unspecified	6/18/17	12:23:00AM
17-OPD-1106	109 MELANEE LN	Theft -Without Consent	6/18/17	10:57:00AM
17-OPD-1107	600-BLK S POPLAR ST	Theft - motor vehicle	6/19/17	4:22:00AM
17-OPD-1108	221 W SPRING ST	Theft	6/19/17	7:57:00AM
17-OPD-1112	300 N COLLEGE AV	Burglary	6/19/17	7:51:00PM
17-OPD-1113	5032 COLLEGE CORNER PIKE	Failure to Appear	6/19/17	9:41:00PM
17-OPD-1114	12 N COLLEGE AVE	Rape - Substantially Impair Judgement	6/20/17	4:55:00AM
17-OPD-1116	5262 BROWN RD	Theft	6/20/17	9:47:00AM
17-OPD-1117	5262 BROWN RD	Theft - 23F	6/20/17	3:47:00PM
17-OPD-1118	5032 COLLEGE CORNER PIKE	PROPERTY FOUND	6/21/17	3:11:00AM
17-OPD-1119	5720 COLLEGE CORNER PIKE	Theft - 23C	6/21/17	1:57:00AM
17-OPD-1121	300 Foxfire Drive	SUICIDAL PERSON	6/21/17	8:28:00PM
17-OPD-1122	5720 COLLEGE CORNER PIKE	Failure to Appear	6/22/17	1:42:00AM
17-OPD-1123	RINGWOOD RD // COLLEGE CORNER PK	Obstructing Official Business	6/22/17	3:14:00AM
17-OPD-1124	157 KELLY DR	Theft	6/22/17	3:40:00PM
17-OPD-1125	1 MIAMI COMMONS	Theft -Without Consent	6/23/17	10:26:00AM
17-OPD-1126	441 S LOCUST ST	Unruly Juvenile Offenses	6/23/17	5:20:00PM
17-OPD-1127	500 S MAIN ST	Possession of Drugs_marijuana	6/24/17	12:35:00AM
17-OPD-1130	918 TOLLGATE DR	SUICIDAL PERSON	6/24/17	4:39:00PM
17-OPD-1133	945 COLLINS RUN RD	Criminal Trespass - Land Premises Of Another	6/25/17	8:53:00AM
17-OPD-1135	620 S COLLEGE AV	Burglary - Purpose To Commit Theft Offense Or Felony	6/25/17	5:29:00PM
17-OPD-1137	21 LYNN ST	Criminal Mischief	6/25/17	9:07:00PM
17-OPD-1138	115 HOMESTEAD Ave.	Theft - motor vehicle	6/26/17	7:44:00AM
17-OPD-1141	60 CHARLESTON DR	Burglary - Purpose To Commit Misdemeanor/Not Theft Offense	6/26/17	12:49:00PM
17-OPD-1143	5475 COLLEGE CORNER PIKE	Criminal Mischief	6/27/17	4:10:00PM
17-OPD-1144	5032 COLLEGE CORNER PIKE	Assault - Knowingly Harm Victim	6/27/17	4:19:00PM
17-OPD-1145	718 S COLLEGE AV	Theft	6/27/17	6:01:00PM
17-OPD-1148	5170 BROWN RD	Theft - 23F	6/28/17	9:14:00AM
17-OPD-1149	147 KELLY DR	Theft	6/28/17	11:04:00AM
17-OPD-1150	1009 S. Locust St.	Theft	6/28/17	11:00:00AM
17-OPD-1151	321 S POPLAR ST	Theft - 23F	6/28/17	2:03:00PM
17-OPD-1152	5284 COLLEGE CORNER PIKE	unspecified	6/28/17	2:01:00PM
17-OPD-1153	134 Northridge Dr.	Theft	6/28/17	3:45:00PM
17-OPD-1154	121 W HIGH ST	Vandalism - Business Property	6/28/17	5:44:00PM
17-OPD-1155	134 NORTHRIDGE DR	Theft -Without Consent	6/28/17	9:57:00PM
17-OPD-1156	5720 COLLEGE CORNER PIKE	Criminal Trespass - Fail To Leave; Recklessly	6/22/17	1:47:00AM
17-OPD-1157	5270 COLLEGE CORNER PIKE	Theft -Without Consent	6/29/17	12:20:00PM
17-OPD-1158	716 S COLLEGE AV	Theft	6/29/17	2:21:00PM
17-OPD-1159	260 S LOCUST ST	Theft	6/30/17	8:24:00AM
17-OPD-1160	25 CHRISTOPHER DR	Misuse Of Credit Card - Obtain By Deception	6/30/17	6:46:00PM
17-OPD-1161	1009 South Locust Street	Unauthorized Use Of Property - General	7/1/17	1:42:00AM
17-OPD-1162	3 W CENTRAL AV	Theft - 23F	7/1/17	2:49:00PM
17-OPD-1164	N. Poplar St//Woodruff Ct.	Sexual Imposition - Offensive Contact	7/2/17	2:51:00AM
17-OPD-1165	111 E WALNUT ST	Theft - 23F	7/2/17	11:51:00AM
17-OPD-1166	375 S COLLEGE AV	unspecified	7/2/17	12:13:00PM
17-OPD-1167	6025 FAIRFIELD RD	Unruly Juvenile Offenses	7/2/17	2:45:00PM
17-OPD-1168	6025 Fairfield Rd	Theft -Without Consent	7/2/17	10:24:00PM
17-OPD-1169	5032 COLLEGE CORNER PIKE	WARRANT ASSIST / ARREST	7/3/17	12:31:00AM
17-OPD-1170	5032 COLLEGE CORNER PIKE	Obstructing Official Business	7/3/17	7:27:00AM
17-OPD-1171	510 N CAMPUS AV	Theft - 23F	7/3/17	11:15:00AM
17-OPD-1173	N LOCUST ST // W SYCAMORE ST	Receiving Stolen Property	7/4/17	8:20:00AM
17-OPD-1174	5399 COLLEGE CORNER PIKE	Endangering Children	7/4/17	4:13:00PM
17-OPD-1175	5055 COLLEGE CORNER PIKE	"Criminal Simulation - Utter, Possess W/ Purpose To Utter"	7/4/17	8:46:00PM
17-OPD-1176	441 South Locust	Theft	7/5/17	10:54:00AM
17-OPD-1177	214 W WITHROW ST	Theft	7/5/17	1:55:00PM
17-OPD-1178	5032 COLLEGE CORNER PIKE	Theft	7/6/17	8:23:00AM
17-OPD-1179	323 W VINE ST	Theft - 23F	7/6/17	1:17:00PM
17-OPD-1180	323 W. Vine St.	unspecified	7/6/17	1:30:00PM
17-OPD-1181	5201 COLLEGE CORNER PIKE	Theft - firearm or dangerous ordnance	7/6/17	6:56:00PM
17-OPD-1182	520 S CAMPUS AV	unspecified	7/6/17	7:17:00PM
17-OPD-1183	260 S LOCUST ST	Theft - motor vehicle	7/6/17	10:08:00PM
17-OPD-1184	2 WOODCREST WY	Theft -Deception	7/7/17	10:37:00AM
17-OPD-1185	107 E SPRING ST	Theft	7/7/17	12:45:00PM
17-OPD-1187	306 W HIGH ST	OPD- Criminal Mischief;Damage	7/7/17	5:17:00PM
17-OPD-1189	36 E HIGH ST	OPD- Certain Acts/Display Altered	7/8/17	1:59:00AM
17-OPD-1190	5075 COLLEGE CORNER PIKE	Theft - 23C	7/8/17	2:07:00PM
17-OPD-1196	320 S POPLAR ST	Criminal Damaging/Endangering - Knowingly Any Means	7/9/17	9:04:00AM
17-OPD-1197	115 ARDMORE DR	Theft -Without Consent	7/9/17	9:28:00AM
17-OPD-1198	271 Reagan Place	Theft - 23F	7/9/17	10:22:00AM
17-OPD-1199	314 S POPLAR ST	Theft - 23F	7/9/17	12:36:00PM
17-OPD-1201	321 S POPLAR ST	Theft -Without Consent	7/9/17	3:01:00PM
17-OPD-1202	117 PLUM ST	Theft -Without Consent	7/9/17	4:29:00PM
17-OPD-1203	5427 COLLEGE CORNER PIKE	Possession of Drugs_schedule I or II substance	7/9/17	7:14:00PM
17-OPD-1204	5201 COLLEGE CORNER PIKE	unspecified	7/9/17	10:05:00PM
17-OPD-1205	100 BERN ST	Theft -Without Consent	7/9/17	10:33:00PM
17-OPD-1206	105 E SYCAMORE ST	Theft -Without Consent	7/9/17	10:25:00PM
17-OPD-1207	514 N CAMPUS AV	Purpose To Commit Theft Offense/Felony Unoccupied Structure	7/9/17	11:43:00PM
17-OPD-1208	713 E CHESTNUT ST	unspecified	7/3/17	11:30:00AM
17-OPD-1210	215 N MAIN ST	Theft - 23D	7/10/17	1:02:00PM
17-OPD-1211	110 N POPLAR ST	Making False Alarms - law enforcement agency	7/11/17	2:06:00AM
17-OPD-1212	BISHOP ST // E CHURCH ST	unspecified	7/11/17	2:26:00PM
17-OPD-1213	522 S COLLEGE AV	Theft -Without Consent	7/11/17	5:07:00PM
17-OPD-1216	PARK PL E // E HIGH ST	unspecified	7/12/17	10:19:00AM
17-OPD-1218	5201 COLLEGE CORNER PIKE	Theft - firearm or dangerous ordnance	7/13/17	1:47:00AM
17-OPD-1219	250 W SYCAMORE ST	PROHIBITED ACTS	7/13/17	3:23:00AM
17-OPD-1222	5032 COLLEGE CORNER PIKE	Burglary	7/13/17	10:13:00PM
17-OPD-1223	2114 DANA DR	DRUG REACTION	7/14/17	1:31:00AM
17-OPD-1226	601 S LOCUST ST	Criminal Simulation	7/13/17	2:16:00PM
17-OPD-1227	95 E CHESTNUT ST	unspecified	7/14/17	11:19:00AM
17-OPD-1228	E HIGH ST // N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	7/15/17	2:14:00AM
17-OPD-1229	45 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	7/15/17	2:50:00AM
17-OPD-1233	513 EDGEHILL DR	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	7/15/17	3:07:00PM
17-OPD-1234	5055 COLLEGE CORNER PIKE	Theft -Without Consent	7/15/17	6:52:00PM
17-OPD-1235	801 MCGUFFEY AV	Obstructing Official Business	7/15/17	5:58:00PM
17-OPD-1236	28 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	7/16/17	1:03:00AM
17-OPD-1237	36 E HIGH ST	Assault - Knowingly Harm Victim	7/16/17	1:49:00AM
17-OPD-1238	36 E HIGH ST	Assault - Knowingly Harm Victim	7/16/17	2:25:00AM
17-OPD-1240	306 W HIGH ST	Theft -Without Consent	7/16/17	2:22:00PM
17-OPD-1243	101 W HIGH ST	Aggravated Menacing	7/17/17	4:30:00AM
17-OPD-1245	411 S LOCUST ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	7/17/17	11:24:00AM
17-OPD-1246	300 S LOCUST ST	"Criminal Simulation - Utter, Possess W/ Purpose To Utter"	7/17/17	4:45:00PM
17-OPD-1247	610 OXFORD COMMONS	Theft - 23D	7/18/17	11:07:00AM
17-OPD-1251	5201 COLLEGE CORNER PIKE	Theft -Without Consent	7/19/17	11:04:00PM
17-OPD-1252	5201 COLLEGE CORNER PIKE	CRIMINAL MISCHIEF	7/20/17	9:09:00AM
17-OPD-1255	15 E HIGH ST	Assault	7/21/17	2:32:00AM
17-OPD-1256	101 W HIGH ST	"Trafficking in Drugs_included in Schedule III, IV, or V"	7/21/17	2:49:00AM
17-OPD-1257	217 S ELM ST	Unauthorized Use of a Vehicle;Vehicle Trespass	7/21/17	10:59:00AM
17-OPD-1258	5201 COLLEGE CORNER PIKE	Felonious Assault - Victim Seriously Harmed	7/21/17	1:19:00PM
17-OPD-1260	19 E COLLINS ST	CRIMINAL MISCHIEF	7/21/17	4:23:00PM
17-OPD-1261	113 BERN ST	OPD- Criminal Mischief;Damage	7/21/17	6:31:00PM
17-OPD-1262	E SPRING ST // S PATTERSON AV	Obstructing Official Business	7/22/17	1:07:00AM
17-OPD-1263	PARK PL E	OPD - 509.03B2 - DC;Intox;Harmful Condition / OPD-  Dc/Intox	7/22/17	2:03:00AM
17-OPD-1264	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	7/22/17	2:31:00AM
17-OPD-1265	700-BLK S PATTERSON AV	Driving While Under the Influence of Alcohol/Drugs	7/22/17	1:32:00AM
17-OPD-1266	300 S LOCUST ST	Theft - 23C	7/22/17	1:14:00PM
17-OPD-1268	5032 COLLEGE CORNER PIKE	Obstructing Official Business	7/22/17	6:41:00PM
17-OPD-1269	300 SOUTH LOCUST ST	Unauthorized Use Of Motor Vehicle - Interstate 48 Hours	7/22/17	1:00:00AM
17-OPD-1270	40 REAGH`S WY	Theft - dangerous drug	7/23/17	11:35:00AM
17-OPD-1272	321 N. Elm St.	Domestic Violence	7/24/17	10:52:00PM
17-OPD-1273	321 N ELM ST	Theft - dangerous drug	7/25/17	11:13:00AM
17-OPD-1275	415 S COLLEGE AVE	Arson - Property Of Another	7/25/17	4:30:00PM
17-OPD-1276	431 CHURCHILL TRAIL	Theft -Without Consent	7/25/17	8:50:00PM
17-OPD-1277	5201 College Corner Pike	Theft	7/25/17	10:51:00PM
17-OPD-1280	6025 FAIRFIELD RD	Domestic Violence - knowingly cause physical harm	7/26/17	6:05:00PM
17-OPD-1282	321 N. Elm St.	Assault - Knowingly Harm Victim	7/27/17	2:11:00PM
